tweet_id,tweet
28170241229987841,"Буду считать, что больше убило мою печень, новогодние праздники или ведро парацетамола за неделю гриппа"
504070254029733888,"Доказано, что фагоциты доставляют азитромицин в места локализации инфекции, где он высвобождается в процессе фагоцитоза."
570201489009991680,"@DenisTananin Я его знаю- у него гепатит приобретённый в Чечне при боевых действиях.Ежедневно колет внутривенно рибавирин, иначе- язва."
812108166666321924,"@Control_Freak85 ты смотри, сейчас грипп лютый. Закинься арбидолом и не болей, бро!"
283598113447497729,"Да,фига так,у папы температура высокая,и весь парацетамол просрочен Х____________Х хоть фервекс выпил.______."
1080770275975802881,"@wetnicerabbit Ну прибухнешь сиропа от кашля, а парацетамол можно понюхать."
372819588590739456,"@YaMasyanya @_shelev_ @chernyj1974 @RALEX999 вообще-то арбидол вреден - он искусственно активизирует иммунитет, а потом он падает((("
34251441442914304,"Первый раз в жизни была температура 40. Ничего так. Жарко. Приехала скорая сделала укольчик, посоветовали больше пить и парацетамол."
385684844216594432,"@joredleto я пью арбидол, какую-то херню от кашля и чай с малиной. Нахер больницу вообще :D"
76372231273451520,@atypoprobui из-за голода может быть слабость и голова болеть. Ты выпей имуномодулятор какой-то все-таки! ну хоть арбидол
548740740680261632,"Не болела полтора года, сижу помираю с температурой под 40, а дома даже элементарно нет парацетамола"
1234030623523733504,"прием парацетамола во время беременности может повлечь за собой возникновение проблем, связанных с развитием нервной системы эмбриона"
882507937742286849,"можно было понять всю цепочку в назначении. вот, терапевт Михалыч всем писал парацетамол, аброл, и грудной сбор №2. от кашля и темп-ры. (46)"
369889917817876480,"@ZagorovskayaND_ прода. Палец скушал мой помол, Парацетамол Всё лекарств я нажралась. Ну и спать я улеглась, Но не спица мне во сне,"
137186561946161152,похоже начал заболевать. Целый день чихаю и насморк. Для профилактики выпил парацетамол
1193015051399180288,"@zhenis Я до беременности на нем сидела 😅. Единственное, что помогало от головной боли. Сейчас парацетамол. Оказалось, он тоже действует"
251153139682643968,"в моей домашней поликлинике теперь два пациента: я и Маруся. Малина, парацетамол, горло (2 шт), температура 76 на двоих"
1222223349352468484,"Сегодня по радио гоняли рекламу голиковского арбидола, типа он спасает даже от коронавируса!!! Даже возмущаться нету сил уже."
1108099438399184897,"Не понимаю откуда столько злобных отзывов. Арбидол очень хорошо помогает при вегетососудистой дистонии, между прочим!"
128434820748550145,"У меня супруг раньше употреблял арбидол, чтобы легче переходить на ногах грипп."
128086500402401280,@DN_P это да. Меня еще наизнанку выворачивает при виде МЭСов по лечению всяческих вирусных вещей с Арбидолом.
134713799054868480,"@Kapodastr нормальный у тебя опыт) мне помогло 1000мг парацетамола и компрессы с уксусом, снизилась до 38"
858422406762958853,"@rin_raindrop парацетамол выпила, жду, пока температура спадет"
1320791608418328576,"@Kyoshich @ermineah Если парацетамол так себе снижает, попробуйте ибупрофен. Я в последний раз только им с 39 снялся"
430799474223771650,"Болит голова?парацетамол.тошнит?парацетамол.судороги?парацетамол.головокружение?парацетамол.неврология,ты такая непредсказуемая #лечим"
643142479848558593,"Рукожоп - мое призвание. Уронила парацетамол в компот. Дайбох, чтоб заытра легче стало, а то соплюшкой пкред китайцами стремно будет"
13480000746,"Болит голова.Думаю, что выпить: Цитрамон или Парацетамол."
546916324707151872,"#ВНЕЗАПНО перед НГ я опять приболел: простыл. Сука, на работе адски тяжело.Пью лекарства горстями. Заебался со вчера сидеть на парацетамоле."
1256473298902401024,"@Afrosheina Арбидол сейчас по инструкции от коронавируса положен (хоть и спорное решение, но гидроксихлорохина нынче тупо не существует)"
308241685450743809,"А когда то у меня в горле арбидол взорвался , и я на 9 секунд подумала,что я умираю. #лолшто"
300321623112822784,Да! Забыл сказать.Всю неделю болел гриппом.Лечился Арбидолом и Колдактом - полная фигня.Реклама лекарств по ТВ - отстой и враньё.
427468141765996544,@NikaPobednaya выздоравливайте :з (парацетамол снимает температуру на раз!)
566872437384437760,"Голова болит, поэтому пью парацетамол и набираю ванну"
635654227042410496,Температура третий день не спадает. Дома даже парацетамола нет. Заебись
381807396102111232,"@deputat_LIS  принимай 2 таблетки парацетамола и 2 ацетилсалитиловой кислоты и +1 бисептола. Если температура 37,5 не принимать ничего."
256063807724601344,"Все проебала, опять простыла. Шалом, температура. Но никакого больничного, только парацетамол, только хардкор."
367545914333728768,"Горло заболело и опять всё в уши пошло.:( напилась парацетамола,т.к. антибиотики мне нельзя."
992980445586509824,Зуб болит адски капец даже принял аспирин и вот уже парацетамол ощутимого эффекта пока нет
1172416359994519552,"обдолбалась парацетамолом, приснилось что завалила немчуру  лежу думаю"
195189632000983040,"Блять где ношпа где спазмалгон где парацетамол Блять где это все, ибо я не выдержу и расстанусь с головой которой минут 5 не могу шевелить."
544155349939671040,"Отривин и Арбидол, Ринза и Фарингосепт. А как вы боретесь с простудой?"
1013236560135892992,@TSgdalinka До врача любое противовоспалительное и жаропонижающее. Нурофен лучше чередовать с парацетамолом. Горло не болит?
1309686625425907717,надеюсь после концерта на утро все выпили арбидол для профилактики или я одна такая бабка наивная
364041903475798016,"@Polina_Kolt попробуй парацетамол, вч тож сидела на цитрамоне, вечером он мне еще больше поднял давление, он повышает."
387465796609253376,"@Stasy_bk dct просто - если кости ломит и глаза ""режет"" - это вирусное, если нет - то бактериальное и азитромицин спасет"
900093776642920448,"Прилетит вдруг волшебник в голубом вертолете и бесплатно раздаст Арбидол.И фервексом напоит, насморк быстро прогонит"
305860985506385920,"температура 40,нифига парацетамол и на общ.хирургию"
36024805496983552,"А у нас эпидемия ОРЗ, писать что это грипп нельзя, правдолюбам больничный на 2 недели без лишних вопросов. Все верим в арбидол."
1308015088142626816,@rianru АРЕПЛИВИР  БЫВШИЙ ЯПОНСКИЙ ФАВИПИРАВИР ОТ КОТОРГО ЯПОНЦЫ ОТКАЗАЛИСЬ ИЗ-ЗА ВЫСОКОЙ ТОКСИЧНОСТИ
533963441309249536,У меня фобия. Фобия заболеть перед поездкой. Поэтому при первом же чихе я принимаю парацетамол
1261191287983747077,Кандидат в препараты для лечения нового коронавируса фавипиравир дал многообещающие результаты на ранних клинических испытаниях в России.
399966834587627520,"Голикова сука тупорылая, Арбидол её фейковое гавно и компливит отрава. Надеюсь Ад существует."
1102300177786982402,"Мне получше, но температура 38 не падает. Выпила парацетамол на ночь"
437255716743958529,@MilaSkyCat 😊😊 правильно а еще могу для профилактики посоветовать оцилокакцинум и арбидол попить  ))))
1272985027924688897,@NaiveCoon Если температура поднимается до 38 с копейками сбивайте парацетамолом. И усе
564530638645370880,"@DuDlik_SPB а то лимфоузлы так разболелись, что пришлось аж парочкой таблеток парацетамола закинуться :("
659192758758936576,"Я задыхаюсь по ночам От того, что ты не со мной #арбидол"
89265810866057216,"@9tn бисептол если есть, он при первых признаках простуды, и вообще самые хорошие таблетки от неё. в них и парацетамол и другие составляющие"
268106550898487296,"мне жарко, я вся горю, я не хочу спать. это парацетамол, детка!)"
595859489745678336,"*я заболел эболой* Мама: ниче, парацетамол выпей,пройдет. *у сестры высыпала аллергия* Мама: ОБОЖЕМОЙ! СРОЧНО В БОЛЬНИЦУ! НИКАКОЙ ШКОЛЫ!"
116203765664710656,Реклама бесполезного при гриппе арбидола бесит.
261035777746690048,"@LILIYAVILDANOVA так`с Лиля, это что за дела!?быстро в аптеку за антибиотиком зи-фактор или азитромицин,от кашля что-нибудь"
135641373998194688,"парацетамол казалось бы примитивное средство, но как же он ловко поднимает на ноги, боль исчезает и сразу тянет на подвиги, но это обманчиво"
789427675043622912,"@Jany_style иногда даже парацетамол не помогает, либо ненадолго, а потом опять высокая"
914497903674232832,"Лежу целый день, кашляю как проклятая, наматываю сопли на полотенце В меня пытаются запихнуть парацетамол, но всё тщетно"
285464707370975233,@Persimmona водка-наше все!рекомендовал чередовать нурофен с парацетамолом и мерить температуру каждый час.пока она неизменная.
1001880338858168320,"Вспоминается время, когда я пила флуоксетин (он же прозак). Было весело. Мне было на всё плевать, и у меня начался жуткий тремор. Но это тоже весело. Хочу опять."
1329087057205940230,"@TAKUMICATB0Y Попей парацетамола и полежи под тёплым одеялом, чтобы сбить температуру"
122189268121698304,"@A_Volvenkin арбидол попей. Если горло болит, то аэрозоль пропосол нормально помогает."
5768102737,"Фармаколог высшей категории Кравченко рассказывает, что появились тысячи (!) пострадавших от самолечения Тамифлю и арбидолами. Язвы, рвота.."
1330792555492089861,"@Fraushka_ Парацетамол нельзя так есть, он сильно бьет по печени. Не больше двух таблеток в сутки можно."
457752554299215872,Левофлоксацин проявил себя как наиболее безопасный фторхинолон с низким уровнем гепатотоксичности.
1177089505335087104,"@Nat_anest Назначение при орви - проверка на вшивость для любого терапевта. Если арбидол, кагоцел и и.п. - в топку неуча"
1321145334538620929,"@antispartak Выпей парацетамол, если температура не спадет,  вызывай скорую. Они сделают укол, послушают лёгкие."
511138599090524160,"@Polysuper27 Лучшей пей Парацетамол или Ибупрофен, но если нет, то Анальгин. Температуру ниже 38 сбивать не советую это вредно"
541859164218458112,Проснулась с ужасным чувством боли в горле Голова просто тяжеленая Хорошо таблетка парацетамола помогла
1096767002365095936,"Монтелюкаст, я их пью, вместе с зиртеком, прописали симбикорт но на него аллергия, кожа на лице шелушится и губы тресксются"
1278392015781314563,пью кветиапин более двух недель а после приёма таблетки по-прежнему едва могу бороться с сонливостью 🙂
579889872489594880,"@RuseckiySasha комбиспазм, спазмалгон, ношпа, парацетамол, анальгин"
1313232458268250112,"@grllcrsh Азитромицин говно, он не помогает. Хороший антибиотик при воспалении легких, это цефтриаксон."
1310628623859187713,По-моему мать меня заразила и у меня поднимается температура. Но я выпила парацетамол должно быть лучше
810744219388280832,"У брата грипп. Пошел в больничку, ему там арбидол назначили. Пипец, кароч"
488180355221184512,"Ребята, как сбить температуру 39, если анальгин не помогает, а парацетамол и подавно?"
502753588247277569,"Тетрациклины и хлорамфеникол усиливают действие азитромицина, а линкозамины снижают."
27668526139,"@xyeku я пью арбидол для профилактики,а еще всякие витамины)"
1320739487903862784,"@meduzaproject Прошу рассказать , к какой группе лекарств относится Арбидол, механизм его действия, полезен ли он для профилактики COVID-19?"
782448367079157760,"- зачем ты съел 24 таблетки парацетамола? - у меня болел живот - ты знаешь, что парацетамол не от живота? - теперь знаю"
535447783730208768,"@tishkova ахахаха, это как Российская реклама - малина хорошо поможет от простуды, если выпить арбидол"
796002400117161986,"нажралась парацетамола, не могу, блять больше."
1078228935266193408,"Дать две таблетки парацетамол при температуре 37,4 - самое лучшее решение моих коллег"
1253601920645763073,"Выпила парацетамол, а температура всё равно не спадает 🤡🤒 Заебумба)))))))))))))))))))))))))))))))))))))))))))))))))))"
858929899993739264,пиво снимает боль лучше парацетамола
1234777011081621505,как хорошо что я с утра флуоксетином закинулась и от всего происходящего испытываю желание не плакать а истерически смеяться
625731267951263744,"@our_own_world_ ты как всегда дурак, Маисей когда простуда - пьют парацетамол, ацетилсалициловую кислоту или анальгин, но это антибиотик"
1223263062544785409,"@sashakots Пока у нашей медицины есть лук, чеснок и арбидол пусть х@й сосет короновирус, дрожит от страха грипп любой."
309318168885751809,"@kgoirs @doriana_v так давно уже, из-за кодеина. Есть теперь солп без него, только кофеин с парацетамолом, он без рецепта, но бестолковый"
428052506581950464,Лечение трахомы: эффективность азитромицина – новые данные
1249399006922506242,@rianru ..арбидола ей в рот за обе щеки твари неряшливой..
437173459022786560,"Когда снова будет повышаться температура, выпейте парацетамол - ради этого в свой выходной ходила с утра в больницу)"
562509568484589568,"Неплохое лекарство получилось - 2 литра пива, 1-2 парацетамола, 2 феназепама и можно 1 слабенького амитриптилина.Лечит хорошо и сон отличный"
310956507908931584,"@__Giza имбирь хорош от простуды, даже если его просто жевать. Мерзко конечно,но помогает ;) а из таких лекарств арбидол конечно ж и грипхот"
1319331951812186117,"@lubm011 @SamRegion_Press @D_Azaroff @gtrksamara Не нужен Арбидол. Ни для профилактики , ни для лечения ничего , тем более covid"
244496836075868160,"Выпью таблеточки и спать. Кстати, парацетамол не сбил температуру, а поднял её. Голова болит"
10777794343,"Заболеваю :( Горло болит второй день, температура 37. Блядь! А у меня важные рабочие дни, болеть нельзя. Жру Арбидол, Аскорбинку и т.д."
992277111078440960,Кому нибудь арбидол от грипп помогал? лучше конечно антигриппин в капсулах )))
494965964908134401,Парацетамол не помогает при болях в спине
1215281198991388672,"Почему у парацетамола такие огромные таблетки, еле в горло запихала :&lt;"
438390394716712960,"Парацетамол выпит час назад, а температура уже снова 37,5😓"
535838880101314560,"Вот что люблю в нашей медицине,так это человечность.Звоню говорю что у сестры температура 40,а мне в ответ:""тю, ну пусть парацетамол выпьет"""
210012256027676673,"@aleksey_ganza Лёш. ТераФлю не помогает от вирусов. это парацетамол, жаропонижающее. и кстати, при температуре меньше 38 его не стоит пить"
281705613795422208,"@vovka307 ой. Никогда. Принимал один раз в жизни, ходил как зомби месяц потом. Парацетамол, пиносол, малиновый чай и мёд.)"
284058327942582272,"@Boro_DAch @D_kinoman парацетамол при очень высокой температуре. Ниче 38,5 его не пьют"
17589515245850625,"@alexas Не доказана противовирусная активность. Арбидол, Тамифлю, Оциллококцинум. ВОЗ на эту тему периодически возбухает."
125559301778587648,Крепкий кофе+парацетамол - мой ответ простуде!
654218527776370688,"Голова болит с утраааа, 500мг парацетамола не помогает. Жизнь-боль"
502696709219446785,Одновременное применение амоксициллина с аллопуринолом наращивает риск развития кожной сыпи.
1254731343050801152,@yellowowlyellow А для гидроксихлорохина не требуется письменное согласие на экспериментальное лечение?
1260841230658941103,@danedasha @isterikakaratek Грипп лечат парацетамолом? Еще одна Нобелевка. 🤣🤣🤣🤣🤣
422985834804289536,"Ю-ХУ-ХУУУУУ!! ^o^ ТЕМПЕРАТУРА СНИЗИЛАСЬ ТЕПЕРЬ 39.8 ҉٩(*´︶`*)۶҉ ВСЕМ БУХЛА, ШЛЮХ И ПАРАЦЕТАМОЛА!!!"
901003073178411009,"все было хорошо, я просто так выпила таблетку парацетамола. и у меня от этого поднялась температура. сука вот это блять вообще логика"
86314588211130368,зато купила пачку парацетамола. будет чем лечить мне потенциальную головную боль и перегрев на солнце.
501544605675175936,"Амоксициллин потенцирует токсическое действие метотрексата, ускоряет всасывание дигоксина."
269099482870849536,"Заболел ночью живот, попросил жену принести акт. угля и воды. Проглотил 6 табл!  Утром на упаковке читаю - ПАРАЦЕТАМОЛ )))"
449087899703980032,"Мой друг попал в больницу. Он сожрал кучу таблеток парацетамола. Врачам сказал,что у него сильно болела голова. Хм..пиздит.засранец."
1311676385640042496,"@boriss730 @stoplusia @Xdl1jDKbt9BdYil Идете и покупаете обычный парацетамол и сбиваете температуру,  в чем проблема?"
192541158705086464,"через 15 минут на прием к врачу. думаю, что скажет бронхит и назначит амоксициллин или азитромицин. но без назначения антибиотики нельзя"
460649762845634560,"@ArtemGrebnev1 а ты уверен, что это именно ангина, а не хронический тонзиллит? тогда амоксициллин, но лучше врача спросить."
19093343132721152,"Обожаю Арбидол! Насморк есть, боль в горле есть, кашель есть, слабость есть, головная боль есть, температура - нет! Вывод - здоров! Ахуенно!"
320102318748102657,"Парацетамол  На фоне приёма алкоголя усиливается токсическое действия - рекомендуем отказаться от приёма  препаратов на ""нетрезвую голову""."
120224010108805120,"@Selfish_Muse И тебе доброго:*. Настроение нормальное,только ломает всего,температура 37,1 и голова трещит,парацетамол выпил жду эффекта."
1237817328815017985,Спасибо пароксетин за неистово экшоновые и отбитые сны. Каждый вечер как в кино на блокбастер
1237422690438385669,"СМИ: лекарство от коронавируса пока не найдено. Арбидол: подвиньтесь, обсосы!"
805264611444400128,температура под сорок и я просто сейчас лежу думаю ч парацетамол вряд ли поможет да
798705705054339073,"Чёт простудился. Что в доме есть из таблеток. Кажется, только аспирин и парацетамол. А кофе есть? можешь поиграть в игру ""собери цитрамон""."
902202043758235648,"Пизда, лежу с ахуенной температурой, еле двигаюсь, А НЕКОМУ ДАЖЕ ПАРАЦЕТАМОЛ ПРИВЕЗТИ"
532238975855886336,"Я устал, я мухожук. Ложусь спать с приятной усталостью в мозгу и впервые за неделю - без парацетамола. А у дочки день рождения!"
1043788042245459968,"Рецепт от простуды от моего мужа: цитрамон+парацетамол+1,5 пива и ложитесь спать."
972276625135063043,"Выпила парацетамол, жду когда меня начнет вырубать"
1276888686194548737,"знаете, девочки, я на парацетамоле сейчас и не могу набухаться а матч ЦСКА через полтора часа"
403778297063960578,"@abakan распробовала арбидол, пью по капсуле в  виде профилактики.."
1213849089953193985,@ozllad Парацетамол выпей если температура выше 37.5
231929307755315201,от парацетамола всегда так прет? и кушать хочется? я уже третью порцию овсянки хомячу
1307254097624657924,"@iluxxxxa @Alexey_Strizzzh Половина подделки, как всегда , из собственного опыта— аптечный парацетамол не снижает темпиратуру"
6966092953,"арбидол,холод,потрескавшиеся губы,шарф,шарф,шарф. и каждый раз кажется,что так промозгло никогда не было раньше."
763583794930716672,"@DariaGreen какое именно жаропонижающее? если парацетамол и производные не помогают, долбани ибупрофен и ко врачу, скорее всего ангина."
27953729858,"37.3, голоса нет, есть фервекс, арбидол, лазалван и грипферон.Болеть - отстой."
1174385220847570954,@warmdarkmatter я недавно из-за сильной зубной боли закинулась 600 мг ибупрофена и 600 мг парацетамола ✌️
551078035005644801,"@andrey_mydak @tinigger сокол пиздабол , курит спайс и Ебашит арбидол , может только по падиках бухать , пока я нагибаю его мать"
41578875825815552,"Заболев стал спать втрое больше. Сегодня первый день за неделю ровно, когда смог обойтись без аспирина/парацетамола."
303850665938124800,Даже после парацетамола знобит и колбасит. А болеть никак нельзя(
1133000499907768321,"@Kiselimba А еще арбидол и эргоферон, а лучше вазелиноое масло, тогда клещ будет соскальзывать 🤣😂🤣😂🤣😂"
266100449327841280,Действие Арбидола против #грипп и простуды нигде клинически не доказано. Не тратье деньги впустую.
1239851720655671296,Не дай бог просто простыть.  Цены на лекарства подняли вдвое Парацетамола банально нет.
266191390097158144,Голова болеть перестала) спасибо парацетамолу за это))
704639122653192192,"Английская медицина - удивительная вещь, на все болезни есть только одно лекарство - ПАРАЦЕТАМОЛ. Даже при раке или инфаркте выпишут"
1241394577455681537,"кстати, с  этой точки зрения, как мне кажется, стоит изучить вопрос профилактического приёма арбидола."
483691959199236096,"Является антидотом при острых отравлениях альдегидами, парацетамолом и фенолами детоксицирующее действие может быть благодаря усилению"
11358041858,"@brand_manager Лечебные свойства «Арбидола» наукой не доказаны. Об этом писали осенью, когда грипп бушевал."
992438766433439747,"Что за дерьмо, почему парацетамол выпитый вместе с ибуфеном так хреново сбивают температуру :/"
524686281406971904,"@VeraGolovacheva арбидол, цитовир, ринза !!  и стоптуссин - если кашель"
452803318524690432,"Сегодня я ела только парацетамол,а эта температура все никак не понижается,что за нафиг то,а?!"
5415158840,@pdidenko Для Вирусной инфекции привентивной фармокологии не существует. Спасибо за рекламу арбидола
299228014644957184,"Ну все. Жесть Я вся ледяная и меня трясет  При том что обычно мне в моей комнате жарко. Закрыла окна,выпила арбидола Дай бог я не разболеюсь"
461760007642808321,"Ребят, это просто невыносимо. Я умру или от боли, или от передозировки парацетамола."
1204477924738551808,после шести дней на парацетамоле при первом же приёме антибиотиков моя печень сказала мне я сваливаю меня тут не любят
1321712296423493633,Препарат от коронавируса «Фавипиравир» получил постоянную регистрацию в России — Минздрав
252654031011475456,"@alics80 Тоже. Арбидол и Терафлю. Прошло то чудное школьное время,когда мог себе позволить с ОРЗ две недели дома валяться и ящик смотреть)"
1222821842307768322,"@Sergant_LiS @molchalyga Гавриле пох коронавирус, Гаврила принял арбидол😁"
317176305282068480,"когда у тебя аллергия на парацетамол, лучше не простывать"
169385558899040256,"Арбидол, ципринол, бронхикум, нимесил, аскорбинка - сегодня вооружился медпрепаратами. Будем проводить профилактический курс."
998293275483279361,"Бля, ну вот как слезать с таблеток, когда ты настолько эмоциональный, что ревёшь над ущербностью текстов Ленинграда? Сраный флуоксетин это хоть немного убирает, но меня от него опять изжога в горло ебёт("
400628367906439168,"если выпить парацетамол, температура повысится?"
1222506360098652160,"По радио гоняют рекламу, что арбидол поможет от коронавируса! Хочется спросить: ""А китайцы про это не знают?!""  М-маркетинг"
1071087037913149441,"Чем боль в суставах снимать - ума не приложу, парацетамол для печени вреден"
896747603517485056,будет очень весело если у меня температура потому что я на работе без градусника парацетамола и могу помереть кккк
1099540834331119617,"@Alex_Shvarz Лежал в полусознании.. Пил ингаверин, парацетамол, скорую вызывали вместо антматоров, температура 39.8 была :)"
1279864497054846977,"@nmorina1809 Вот и так думаю! Парацетамол выпила и баиньки! Уснуть, конечно, будет проблематично - болит голова😊"
185428860446318592,@lenix1991 Парацетамол. Стандартное средство от температуры. Всю жизни мне мама его давала.
1322756925810003968,@ikardanoff Арбидол все вылечит. Бабушкино малиновое варенье и прочая лабуда помогают не очень🤣
531555744395837440,При стандартном лечении гепатита С используются рибавирин и пегинтерферон.
963438690101026818,"Ты не будешь искать подругу,чтобы выпить,если у тебя будет температура и ты с ней сможешь бухнуть парацетамол"
1044605004219330561,"Сказала подруге, что лечусь от простуды парацетамолом и аскорбинками. Мне посоветовали никогда не заводить детей."
1057656500175491074,"@t0tal_slaughter цитрамон нот гуд, сначала альдегидом печень душишь, а потом сразу парацетамолом 🤔"
97761885117612032,"Утром одну обедом другую под вечер и   вечером @05amina93 @medjidow парацетамол, ремантадин и сироп от кашля"
444456872427659264,"@dternovskiy врачи говорят, что витамин С вообще от простуды не помогает. Как и арбидол"
1289206332411613188,На работе начали выдавать арбидол. 30 человек дома с соплями. Корону пока не нашли. Интересненько.
485712712723607552,"Я пью парацетамол, а температура, по моему, только повышается👏👏👏"
1307004520896114688,"Препарат от коронавируса «Фавипиравир» скоро включат в перечень жизненно важных лекарств, сообщили в Минздраве России."
1246038851015053318,Голова раскалывается. Выпил стакан кефира и парацетамол. Не помогло
1225545482165989376,@julseowitch выздоравливай!  если поднимется 37.7 сбивай парацетамолом. а лучше всякими противгрипозными чаями! (терафлю и т.д.)
810473514482409472,"Температура - 38. Так до этого я выпила парацетамол. Значит, было ещё больше."
552441887010074625,"Парацетамол, спаси меня от этой дурацкой простуды!!"
172482036924297217,Еще арбидол и амбробене и вот теперь спать
781255891593076736,"@Lerka_Voodoo да пиздец, при какой-нить простуде в больницу идти я ебал, а ебень вроде арбидола абсолютно бесполезная."
458596253585408000,"Кто может сказать, если лепила при орви прописал только один арбидол (который кстати стоит как кокаин!), это вообще нормально?"
1242706109988851712,Теперь все скупают парацетамол 500мг ;) снова паника что ли
189633906537021441,@NatashaAykina а парацетамол надо пить насколько я знаю когда темпис большой
296909079559942144,"@sheveleeva арбидол для иммунитета) ну всякие там гексорал, мирамистин в горло; лазолван, эреспал, если кашель есть. Привет тебе от мамы :)"
1099905082223677440,"Вся моя жизнь - это температура 37,2. Парацетамол пить ещё рано, а гроб заказывать уже поздно."
1322127332866482176,"@ZhekaMed Лишь тогда вам помощь пошлем, Как ковидлу у вас мы найдем. А пока никаких вам уколов, Полечитесь-ка парацетамолом."
240731304935690240,"На западном фронте без перемен)))RT“@plushev:Западный  военный  округ накупил ""Арбидола"" на 26  млн  р.для профилактики гриппа”"
313370519430909952,@ksalador температуру сбить- 1/2 парацетамола + 1/2 анальгина. Может уже ангина пошла?
1313858888832372737,@mrath_o я кроме значит завтра парацетамол тошнить оценки ничего не поняла
716695413173186560,За час температура поднялась с 37.6 до 38.2. Температуре похер на парацетамол
354086308148293632,"какое жаропонижающее принять ? кроме парацетамола и всякой херни ?  ничего не помогает , температура не спадает"
968175538534789121,"@FLaNg3r_ Давление ок. По ходу где то ""защемило"" а из того что назвал только парацетамол"
298425201757143040,"Отстранили от работы. Сказали &amp;quot;Иди лечись, нефиг по редакции чихать&amp;quot;. Превед, сладкая парочка: ринза и арбидол! о_О"
1314418569917222913,Блять я ору с Никиной истерики в дм из-за арбидола 😆
1227901746900602882,разболелась голова и сбежала к себе в комнату парацетамол помогай парацетамол помогай парацетамол помогай
373204219295440896,меня начало тошнить. флуоксетин - киска. споки
1039084882851516421,Болит живот справа снизу и отдаёт в ляжку из таблеток с собой только парацетамол уле=еле
1238170907702632450,"ФАС признала рекламу «Арбидола» для лечения коронавируса незаконной. Арбидол, принимаемый без молитвы, на вирус не действует."
57381388118265857,"Что надо делать что бы не заболеть в такой ситуации? Я пью арбидол, витамины, в качестве профилактики. Может что-то еще?"
761504967823912960,"температура так и не спала. уповая на силу волшебного парацетамола, чая и футурамы."
283309508938313728,Второй день температура. Снижается только парацетамолом. Растирание водкой не привело ни к чему. Температура сильно выросла. Пипец!!!!!!!!!!
307147130873729025,"У него t 39,5 говорит что умирает. Положил ему на голову полотенце и дал парацетамол. В госпитале были вчера сдали анализы, дали антибиотик."
477387811403104257,"@_Noctis_ от кашля очень быстро помогает Биопарокс - спрей с антибиотиком. + ингаверин, арбидол и убойная доза анаферона."
180375513842454528,температура все поднимается -__- но парацетамол пить еще нельзя.
826085772990230528,"Короче, жалуюсь. Выпила час назад 2 таблетки парацетамола, а температура все еще 38.8,  следующую дозу можно только через 5 часов"
1273746946470154240,я надеюсь у меня остался парацетамол или спазмалгон потому что если нет я откинусь от головной боли
1257033326407409664,"Калетра противопоказана нашим больным с трансплантацией почки, потому что она вступает в конфликт с основным иммуносупрессантом."
1227331625433915395,"@OsiOsilab @nepatriotka Арбидол еще протуливают всем, типа от коронавируса"
